unique_id,health_zone,health_area,date,key_quote,sample_comments,type,category,code,sample_comments_fr,type_fr,category_fr,code_fr,n
184,Beni,Ngongolio,21-08-2018,,Where can the Ebola virus disease start? Does a mosquito get infected if it stung an infected person? Can the air spread the disease?,Question,Ebola_and_its_consequences,EVD origin,0ù est ce que la maladie d'ebola a commencer? Est-ce qu'un moustique peut contaminer aussi s'il a piqué une personne infectée? L'air peut-il contaminer aussi?,Question,Ebola_et_ses_conséquences,Origine du virus Ebola,1
184,Beni,Ngongolio,21-08-2018,,Where can the Ebola virus disease start? Does a mosquito get infected if it stung an infected person? Can the air spread the disease?,Question,Transmission,EVD transmission,0ù est ce que la maladie d'ebola a commencer? Est-ce qu'un moustique peut contaminer aussi s'il a piqué une personne infectée? L'air peut-il contaminer aussi?,Question,Transmission,Transmission du virus Ebola,1
477,Beni,Malepe,21-08-2018,,how to comprehend that her son died and she can't touch him,Question,Ebola_protective_behaviors,EVD protective behaviors,Comment comprendre que son enfant meurt et qu'on ne peut le toucher,Question,Comportements_pour_la_prévention_d'Ebola,Comportements pour la prévention d'Ebola,1
478,Beni,Malepe,21-08-2018,,Ebola is a political strategy,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a political tool,Ebola est une affaire politique,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un outil politique,1
479,Beni,Malepe,21-08-2018,,commercialization of this Ebola affair,Rumors_beliefs_observations,Ebola_is_organized_business,Ebola is organized business (or someone making money),Commercialisation dans cette affaire d'Ebola,Rumeur_croyance_observation,Ebola_est_business_organisé,Ebola est business organisé (ou quelqu'un gagne de l'argent),1
480,Beni,Malepe,21-08-2018,,vaccination of all of the population,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,Vaccination de toute la population,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
481,Beni,Malepe,21-08-2018,,in-depth training,Suggestion_request,Community_health_promotion,Train or involve certain people more,Sensibilisation approfondie,Suggestion_demande,Sensibilisation_sur_Ebola,Former ou impliquer certaines personnes plus,1
482,Beni,Malepe,21-08-2018,1,What is the origin of Ebola,Question,Ebola_and_its_consequences,EVD origin,Quelle est l'origine de ce virus?,Question,Ebola_et_ses_conséquences,Origine du virus Ebola,1
483,Beni,Malepe,21-08-2018,,what are the symptoms of Ebola,Question,Ebola_and_its_consequences,EVD symptoms,Quelles sont les signes de cette maladie,Question,Ebola_et_ses_conséquences,Symptomes d'Ebola,1
484,Beni,Malepe,21-08-2018,,What medicines can you take to overcome (treat) Ebola,Question,Diagnosis_treatment_and_ETC,"Diagnosis, treatment, ETC",Quels médicaments peut on prendre pour guérir de cette maladie?,Question,Diagnostique_traitement_et_CTE,"Diagnostique, traitement, CTE",1
485,Beni,Rwangoma,21-08-2018,,Ebola is sorcery,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,Ebola c'est la sorcellerie,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
486,Beni,Rwangoma,21-08-2018,,vaccination of everyone without exception,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,Vaccination de tout le monde sans exception,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
487,Beni,Rwangoma,21-08-2018,,What is the origin of Ebola,Question,Ebola_and_its_consequences,EVD origin,Quelle est l'origine de cette maladie?,Question,Ebola_et_ses_conséquences,Origine du virus Ebola,1
488,Beni,Rwangoma,21-08-2018,1,what are the symptoms of Ebola,Question,Ebola_and_its_consequences,EVD symptoms,Quels sont les signes de cette maladie?,Question,Ebola_et_ses_conséquences,Symptomes d'Ebola,1
489,Beni,Rwangoma,21-08-2018,,What medicines can you take to overcome (treat) Ebola,Question,Diagnosis_treatment_and_ETC,"Diagnosis, treatment, ETC",Quels médicaments peut on prendre pour guérir de cette maladie?,Question,Diagnostique_traitement_et_CTE,"Diagnostique, traitement, CTE",1
490,Beni,Rwangoma,21-08-2018,,what is the difference between Ebola and malaria,Question,So_much_focus_on_Ebola,EVD vs other diseases,Quelle est la différence entre Ebola et Malaria?,Question,Tellement_d'attention_sur_Ebola,L'Ebola contre d'autres maladies,1
491,Beni,Rwangoma,21-08-2018,1,why don't you give the vaccine to everyone,Question,Vaccine,Unfair vaccine distribution,Pourquoi ne pas donner le vaccin à tout le monde?,Question,Vaccin,Distribution inéquitable du vaccin,1
492,Beni,Madrandele,21-08-2018,,the origin of Ebola is that two twins ate the meat of a cat who belonged to a sorcerer in Mangina,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,L'origine de Ebola est que Deux jumeaux avait mangé la viande d'un chat qui appartenait à un sorcier à Mangina,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
493,Beni,Madrandele,21-08-2018,,Strong alcoholic drinks can eliminate the Ebola virus,Rumors_beliefs_observations,Other_rumors_beliefs_observations,"Other rumour, belief, observation",Boissons fortement alcoolisées peuvent peuvent éliminer ce virus,Rumeur_croyance_observation,Autres_rumeurs_croyances_observations,"Autre rumeur, croyance, observation",1
494,Beni,Madrandele,21-08-2018,,It is foreigners who created this illness in order to sell their medicines,Rumors_beliefs_observations,Ebola_is_organized_business,Ebola is organized business (or someone making money),Ce sont les expatriés qui ont crée cette maladie afin de vendre leurs médicaments,Rumeur_croyance_observation,Ebola_est_business_organisé,Ebola est business organisé (ou quelqu'un gagne de l'argent),1
494,Beni,Madrandele,21-08-2018,,It is foreigners who created this illness in order to sell their medicines,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a scheme of foreigners or others,Ce sont les expatriés qui ont crée cette maladie afin de vendre leurs médicaments,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un complot des étrangers ou autres,1
495,Beni,Madrandele,21-08-2018,,"In the course of this epidemic, our doctors are rejected, making way for new ways while we forget the old ones",Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),"Au cours de cette épidémie, nos médécins sont écartés laissant place aux nouveaux venus dont nous ignorons l'origine",Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
496,Beni,Madrandele,21-08-2018,,why aren't they giving everyone the vaccines like they have in other epidemics,Question,Vaccine,Unfair vaccine distribution,Pourquoi ne pas donner le vaccin à tout le monde comme pendant d'autres épidémies,Question,Vaccin,Distribution inéquitable du vaccin,1
497,Beni,Madrandele,21-08-2018,1,"What are the measures taken to protect the community water sources, since in Beni one after another touches the water spigot.",Question,Ebola_protective_behaviors,EVD protective behaviors,Quelles sont les mesures prises pour les cas de bornes fontaine dans la ville de Béni puisqu'on touche le robinet l'un après l'autre,Question,Comportements_pour_la_prévention_d'Ebola,Comportements pour la prévention d'Ebola,1
498,Beni,Madrandele,21-08-2018,,When will Ebola be over,Question,Ebola_and_its_consequences,Duration of outbreak,A quand la fin d'Ebola?,Question,Ebola_et_ses_conséquences,Durée de l'épidémie du virus Ebola,1
499,Beni,Madrandele,21-08-2018,,Is there anyone who has survived Ebola,Question,Ebola_and_its_consequences,Duration of outbreak,Y a-t-il quelqu'un ayant été guéri de cette maladie?,Question,Ebola_et_ses_conséquences,Durée de l'épidémie du virus Ebola,1
500,Beni,Mabakanga,21-08-2018,,The origin of the vaccine is doubtful,Rumors_beliefs_observations,Vaccine_suspicions_and_non-acceptance,Suspicious about the vaccine,L'origine du vaccin est douteuse,Rumeur_croyance_observation,Suspicions_a_propos_de_la_vaccin_et_non_acceptation,Suspicions à propos du vaccin,1
501,Beni,Mabakanga,21-08-2018,,It is the malicious spirits that are at the base of Ebola,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,Ce sont les esprits maléfiques qui sont à la base,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
502,Beni,Mabakanga,21-08-2018,,Only God can stop the epidemic,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,Seul Dieu peut arrêter cette épidémie,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
503,Beni,Mabakanga,21-08-2018,,It is a sickness caused by sorcery,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,C'est une maladie causée par la sorcellerie,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
504,Beni,Mabakanga,21-08-2018,,One needs to check the parking of the bikers,Suggestion_request,Response_process_suggestions,Transportation issues,Il faudra bien vérifier le parking des motards,Suggestion_demande,Processus_de_riposte_suggestions,Problèmes de transport,1
505,Beni,Mabakanga,21-08-2018,1,one needs to check the public transportation,Suggestion_request,Response_process_suggestions,Transportation issues,Il faudra bien vérifier les transports en commun,Suggestion_demande,Processus_de_riposte_suggestions,Problèmes de transport,1
506,Beni,Mabakanga,21-08-2018,,Isn't there a way of vaccinating everyone,Question,Vaccine,Unfair vaccine distribution,N'y a-t-il pas moyen de vacciner tout le monde?,Question,Vaccin,Distribution inéquitable du vaccin,1
507,Beni,Mabakanga,21-08-2018,1,Are the treatments free,Question,Diagnosis_treatment_and_ETC,"Diagnosis, treatment, ETC",Est-ce que les traitements sont gratuits?,Question,Diagnostique_traitement_et_CTE,"Diagnostique, traitement, CTE",1
508,Beni,Mabakanga,21-08-2018,,Are there measures of prevention in the schools,Question,Ebola_protective_behaviors,EVD protective behaviors,Est-ce qu'il y aura des mesures de prévention dans les écoles?,Question,Comportements_pour_la_prévention_d'Ebola,Comportements pour la prévention d'Ebola,1
509,Beni,Mabakanga,21-08-2018,,The virus is sent by the government,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Harming people (politics),Le virus est envoyé par le gouvernement,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Nuire aux gens (la politique),1
510,Beni,Mabakanga,21-08-2018,,it is satanism,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,C'est du satanisme,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
511,Beni,Mabakanga,21-08-2018,,It is a trick of the government,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a political tool,C'est une farce du gouvernement,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un outil politique,1
512,Beni,Mabakanga,21-08-2018,,That the vaccine is circulated around,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,Que les vaccins circulent d'abord,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
513,Beni,Mabakanga,21-08-2018,,Where do the numbers of the temperatures that are written down at the borders go,Question,Response_processes,Response processes,Ou vont les numéros enrégistrés sur les termomètres sur les barrières?,Question,Processus_de_riposte,Processus de riposte,1
514,Beni,Butsili,21-08-2018,,Its witchcraft from the people of Mangina,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,C'est lasorcelleriedes gens de Mangina,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
515,Beni,Butsili,21-08-2018,,The ONG's are pushing only their way of life,Rumors_beliefs_observations,Critics_or_observation_of_the_response,Comment about responders (others),Les ONG cherchent seulement leur moyen de vivre,Rumeur_croyance_observation,Critiques_et_observations_de_la_riposte,Commentaire à propos du personnel de la riposte (autres),1
516,Beni,Butsili,21-08-2018,,They don't care properly for the sick at the treatment center,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in ETC (includes hurting people),On ne s'oocupe pas bien des malades dans les CTE,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: CTE (faire du mal aux gens),1
517,Beni,Butsili,21-08-2018,,They don't feed the sick properly at the treatment center,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in ETC (includes hurting people),On ne nourrit pas les malades dans les CTE,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: CTE (faire du mal aux gens),1
518,Beni,Tamende,21-08-2018,,why isn't the vaccine for everyone,Question,Vaccine,Unfair vaccine distribution,Pourquoi le vaccin n'est pas pour tout le monde?,Question,Vaccin,Distribution inéquitable du vaccin,1
519,Beni,Tamende,21-08-2018,,Is it only the hand that is the route of Transmission.Transmission,Question,Transmission,EVD transmission,C'est seulement la main qui est la voie de Transmission.Transmission?,Question,Transmission,Transmission du virus Ebola,1
520,Beni,Tamende,21-08-2018,,It is Kabila that is the origin of Ebola,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a political tool,C'est Kabila qui est à la base de cette maladie,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un outil politique,1
